antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"家居, 电子产品",食品,0.11342161444592254,0.48457373730597963,0.04919676753205648,0.4337512543124013,0.8951191963556892,1.0,-0.005764368071282097,0.9102470718379,-0.11673213449937135,0.08964448696964662,-0.09860281998037959,0.26763855934230013
"家居, 食品",电子产品,0.11355818670053654,0.4842286402458734,0.04919676753205648,0.43322959763167856,0.8946798301969511,1.0,-0.005791358802731357,0.9100181618498621,-0.11723058886709262,0.08967856177448133,-0.09887916738631361,0.2674139084131941
"家居, 电子产品",服装,0.11342161444592254,0.48721733391825606,0.04947557759647174,0.4362094283189809,0.8953076952557006,1.0,-0.005785399002574999,0.9095268559614467,-0.11652510838326147,0.0897657214186022,-0.09947275712152066,0.2688783362703703
"家居, 服装",电子产品,0.11414240256414611,0.4842286402458734,0.04947557759647174,0.43345484662167766,0.8951450009268045,1.0,-0.005795442791561828,0.9103799700316375,-0.11678766174705783,0.09013661203636154,-0.0984424448236136,0.26781442383537396
汽车用品,电子产品,0.1311236901904133,0.4842286402458734,0.05895204419948886,0.449591100691879,0.9284686268527885,1.0,-0.004541802005436156,0.9370694412871327,-0.08144708614582818,0.1059525770524128,-0.06715677188920778,0.28566766663542126
"汽车用品, 服装",电子产品,0.0592979991865234,0.4842286402458734,0.025433357102225863,0.4289075087040387,0.8857541108808751,1.0,-0.003280432413165269,0.9031310472734525,-0.12057912008767063,0.04909030471855775,-0.10725902184294772,0.2407154776252563
"汽车用品, 电子产品",服装,0.05895204419948886,0.48721733391825606,0.025433357102225863,0.4314245154275139,0.8854867948928458,1.0,-0.00328910070168029,0.9018726272859039,-0.12082016980197086,0.048841171103598174,-0.10880402591816173,0.24181288604905035
"汽车用品, 电子产品",食品,0.05895204419948886,0.48457373730597963,0.02525837238344225,0.4284562601081313,0.8841920787745592,1.0,-0.0033082399961313624,0.9018142037414927,-0.12217635525280636,0.04873617738424134,-0.10887585918601535,0.24029059530844354
"汽车用品, 食品",电子产品,0.05895770975467612,0.4842286402458734,0.02525837238344225,0.42841508750157875,0.8847371920918295,1.0,-0.0032906392430754328,0.9023529986116475,-0.1216060312669837,0.048768117334868535,-0.10821374953991543,0.240288583041048
母婴,电子产品,0.13480139631006924,0.4842286402458734,0.06058433921083964,0.4494340627710114,0.9281443215395219,1.0,-0.004690357627630287,0.9368021609727911,-0.08213158394873502,0.10848743127373456,-0.06746124385706287,0.28727460664590043
"电子产品, 母婴",服装,0.06058433921083964,0.48721733391825606,0.02612175443207884,0.4311634784225753,0.8849510237148391,1.0,-0.003395985795425712,0.9014587612267944,-0.1215666729187569,0.05007237866721477,-0.10931308564698065,0.24238882571414744
"服装, 母婴",电子产品,0.06094782504435361,0.4842286402458734,0.02612175443207884,0.4285920689223813,0.8851026835272653,1.0,-0.003390928015091898,0.9026324832093823,-0.12144888681308,0.05032562827315833,-0.10787061024484698,0.24126857621214445
"电子产品, 母婴",食品,0.06058433921083964,0.48457373730597963,0.025965644105719065,0.42858673452484136,0.884461334837497,1.0,-0.003391935567890702,0.9020201207009391,-0.1220802764086642,0.050011599716768,-0.10862272032570955,0.24108562002675415
"母婴, 食品",电子产品,0.06060557694914159,0.4842286402458734,0.025965644105719065,0.4284365468133183,0.884781508577795,1.0,-0.003381312011680418,0.9023868773948137,-0.12174688749141724,0.05004281517980941,-0.10817214329068563,0.2410296203073037
